GroupId,MessageType,MessageText,Timestamp,ReceivedTime,EventId,MessageId,SourceType,RoomId,UserId,IsRedelivery
Cfec5c4c8dd0e73b6fd430ca93880222e,text,@Sammi 請問依據之前路燈經驗，明天安排的需求訪談，我們有需要做哪些準備嗎?  明天訪談你們會有人一同出席嗎? ,2026-09-22T02:47:25.505Z,2026-09-22T02:47:26.901Z,01M33G5MHWQJ7SY5XD2CVWH0RE,632859977174220972,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,Ivy會一同前往,2026-09-22T02:53:32.428Z,2026-09-22T02:53:33.796Z,01M33GGTFYFZZ0A0QTP7PQ22ZW,632860592729751574,group,,Uc06cf9539bc5892c3ef1bd999b7373a7,False
Cfec5c4c8dd0e73b6fd430ca93880222e,file,,2026-09-22T05:25:55.824Z,2026-09-22T05:25:56.791Z,01M33S7VH6RSB1D8WRVVZ8C3JM,632875932088270952,group,,Ub29a1d196821aa08fd5bf7fcc90c396d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,"@林郁翔 Alan @胖仙女 @Julia Lee 佩玲 @Andy ,HI 麻煩協助匯出傳統燈具序號1000PCS,謝謝 ",2026-09-22T05:27:06.071Z,2026-09-22T05:27:07.073Z,01M33SA0E3MRARKP7F7ZRCAKDZ,632876050770297243,group,,Ub29a1d196821aa08fd5bf7fcc90c396d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,"@Andy @胖仙女 @Julia Lee 佩玲 @林郁翔 Alan ,HI 麻煩請協助匯入傳統燈具(柱頭燈具),序號1000PCS,謝謝",2026-09-22T05:27:48.271Z,2026-09-22T05:27:49.640Z,01M33SB9SAEXW28A9EAF7QBG25,632876121452708149,group,,Ub29a1d196821aa08fd5bf7fcc90c396d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,"這一批什麼時候要使用呢？,可能需要稍等",2026-09-22T05:29:57.069Z,2026-09-22T05:29:57.776Z,01M33SF72YSZPS41X3QRX8P53R,632876337694769225,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,"這批比較趕 ,可能要幫忙幫忙一下,預定9/25進場",2026-09-22T05:30:50.969Z,2026-09-22T05:30:52.202Z,01M33SGW4JDMQNQ2YSF1ZS6AP7,632876428056068589,group,,Ub29a1d196821aa08fd5bf7fcc90c396d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,好了解~,2026-09-22T05:31:06.696Z,2026-09-22T05:31:07.765Z,01M33SHBGEMY1KMK5EY13HDE86,632876454480707962,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,謝謝 Alan哥 幫忙,2026-09-22T05:31:22.019Z,2026-09-22T05:31:23.040Z,01M33SHTGZP9CX5596BM457SBA,632876480082214950,group,,Ub29a1d196821aa08fd5bf7fcc90c396d,False
Ce1338b1b6a651fde86f20e76b6a7cb4c,text,"#報修人,王志文,#聯絡電話,0982100500,#報修內容,這是路燈報修測試內容123456abcdef",2026-09-22T06:28:00.566Z,2026-09-22T06:28:01.441Z,01M33WSGZZJMJ72PHTG2R5G96T,632882182205473161,group,,U45bb65710085fd8da690900d4545a7f6,False
C2c549064704ebbb6cb2f1bdd3d393017,text,現場工班目前遇到換五盞就會當機會顯示檢查資料,2026-09-22T07:32:30.528Z,2026-09-22T07:32:31.198Z,01M340FM6EAD5PSW9SGMETF7QK,632888674920432335,group,,U2389a03efb3d070d6c24ac565496ee6d,False
C2c549064704ebbb6cb2f1bdd3d393017,image,,2026-09-22T07:32:31.069Z,2026-09-22T07:32:32.862Z,01M340FN6R7W68X842XAE0CFQ0,632888675507634500,group,,U2389a03efb3d070d6c24ac565496ee6d,False
C2c549064704ebbb6cb2f1bdd3d393017,text,平台小組有人要回應嗎?,2026-09-22T07:40:59.510Z,2026-09-22T07:41:00.886Z,01M340Z5QJGKJWM06JZHKX3BF5,632889528863948954,group,,U3f74dc8aeb3a341ac3dc888addad9bef,False
C2c549064704ebbb6cb2f1bdd3d393017,text,我確認一下唷,2026-09-22T07:41:47.557Z,2026-09-22T07:41:48.398Z,01M3410M7FM097P2GHNZ0T9R41,632889609294184829,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
C2c549064704ebbb6cb2f1bdd3d393017,text,"再麻煩提供帳號和幫我在登入頁確認版本,另外異常的螢幕截圖有嗎",2026-09-22T07:43:26.903Z,2026-09-22T07:43:28.152Z,01M3413NNF1GS0VVDBRBN9XE8R,632889776060235864,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
C2c549064704ebbb6cb2f1bdd3d393017,text,有沒有跳出甚麼通知，如果單純只是轉圈比較久的話可能是手機網路訊號問題,2026-09-22T07:44:17.057Z,2026-09-22T07:44:18.153Z,01M34156GHDKT1AV7EFBWCV1MG,632889859979608526,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
C2c549064704ebbb6cb2f1bdd3d393017,text,工班只有提供這個畫面給我,2026-09-22T07:44:38.290Z,2026-09-22T07:44:39.525Z,01M3415V7MV5N1ZM6AHTVJP0D4,632889895799226455,group,,U2389a03efb3d070d6c24ac565496ee6d,False
C2c549064704ebbb6cb2f1bdd3d393017,text,我可能再請他們注意一下截圖給我,2026-09-22T07:44:47.630Z,2026-09-22T07:44:48.823Z,01M34164GAK4WQK6H4CDBMCGTK,632889911451582864,group,,U2389a03efb3d070d6c24ac565496ee6d,False
C2c549064704ebbb6cb2f1bdd3d393017,text,Everlight017,2026-09-22T07:45:24.607Z,2026-09-22T07:45:26.073Z,01M34178KVK83XXHNCM1782W4R,632889973611168288,group,,U2389a03efb3d070d6c24ac565496ee6d,False
C2c549064704ebbb6cb2f1bdd3d393017,text,好的，再麻煩了,2026-09-22T07:47:13.865Z,2026-09-22T07:47:15.277Z,01M341AKA6HKVHBV833N53P2HS,632890156633817721,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
C2c549064704ebbb6cb2f1bdd3d393017,text,我們先內部排查調整,2026-09-22T07:48:54.518Z,2026-09-22T07:48:55.335Z,01M341DN53WYD60GZBW0BSJEYZ,632890325463466226,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
C2c549064704ebbb6cb2f1bdd3d393017,text,好的感謝,2026-09-22T07:50:02.162Z,2026-09-22T07:50:03.162Z,01M341FQ8NJ8CQQQ4BPWKHPNE2,632890439011926240,group,,U2389a03efb3d070d6c24ac565496ee6d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,@胖仙女 明天IDTT跟Alan這邊除了訪談內容外 還有其他需要我們這邊協助的ㄇ?,2026-09-22T08:30:14.448Z,2026-09-22T08:30:15.674Z,01M343SBDB89Q97RE0DRN52VQH,632894486129410460,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cea8cb45c6363653e649feeb7314a3726,file,,2026-09-22T10:08:19.708Z,2026-09-22T10:08:20.865Z,01M349CYJQ3JJRNKNKW11B9Q6G,632904359772422230,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
Cea8cb45c6363653e649feeb7314a3726,file,,2026-09-22T10:08:20.530Z,2026-09-22T10:08:22.292Z,01M349CZBVT9MVETFPJD6027Y2,632904360090665183,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
Cea8cb45c6363653e649feeb7314a3726,text,明日上下午需求訪談預計訪綱，再請確認,2026-09-22T10:08:33.202Z,2026-09-22T10:08:34.319Z,01M349DBRWJV7ZMGE26P7VGGDH,632904382891426389,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,"@Julia Lee 佩玲 ,下午已和你會議確認,謝謝協助 (hands together)",2026-09-22T10:24:26.625Z,2026-09-22T10:24:27.981Z,01M34AAEZVX1EENETWGJXW8FD8,632905982380343607,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cea8cb45c6363653e649feeb7314a3726,text,訪談紀錄要含需求單位.人員姓名.需求問題.是否列入平台功能等(可用附件需求分項表表示),2026-09-22T10:42:46.967Z,2026-09-22T10:42:48.123Z,01M34BC1D63B4EEYS4WTG8KPHP,632907828461568380,group,,U3f74dc8aeb3a341ac3dc888addad9bef,False
Cea8cb45c6363653e649feeb7314a3726,text,Ok！依内容讨論！,2026-09-22T10:42:58.651Z,2026-09-22T10:42:59.806Z,01M34BCCYQYKR0FAXKCT6BQ3HC,632907847805698826,group,,U3f74dc8aeb3a341ac3dc888addad9bef,False
Cea8cb45c6363653e649feeb7314a3726,text,@胖仙女 將每月要提送專管資料之部份，要提醒平台小组，提送前請主管檢核一下內容！,2026-09-22T10:45:54.686Z,2026-09-22T10:45:56.022Z,01M34BHRVT5FPQGBWZAFKCA4P6,632908143319581069,group,,U3f74dc8aeb3a341ac3dc888addad9bef,False
Cea8cb45c6363653e649feeb7314a3726,text,好的,2026-09-22T10:50:49.528Z,2026-09-22T10:50:50.617Z,01M34BTRP6FYTE7F9CQJWEPXPS,632908637895393437,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cea8cb45c6363653e649feeb7314a3726,text,"不好意思,請問是沒進度 還是 有錯字呢",2026-09-22T10:53:46.287Z,2026-09-22T10:53:47.579Z,01M34C05A7BJHFM90HX0H09BDQ,632908934432424477,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cea8cb45c6363653e649feeb7314a3726,text,"楊經理好,於剛剛電話中說明的,,平台系統 所提供資料（如 訪談紀錄要含需求單位、人員姓名、需求問題、是否列入平台功能等議題），遠傳團隊會先確認後，再提交給您",2026-09-22T11:30:58.581Z,2026-09-22T11:30:59.944Z,01M34E49CK4C2ZEGB4AX28EW7C,632912679610613868,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cea8cb45c6363653e649feeb7314a3726,sticker,,2026-09-22T11:48:36.974Z,2026-09-22T11:48:38.023Z,01M34F4JRC5SSAK1MTND45XF0E,632914455546036820,group,,U3f74dc8aeb3a341ac3dc888addad9bef,False
,text,Hi,2026-09-22T11:54:20.041Z,2026-09-22T11:54:21.173Z,01M34FF20988K62GBV6G0XAVJ5,632915031021322568,user,,Ub29a1d196821aa08fd5bf7fcc90c396d,False
,text,你會幫忙做記錄嗎,2026-09-22T11:55:02.497Z,2026-09-22T11:55:03.773Z,01M34FGBF04PMHVGSSAFXSYW5V,632915102291198364,user,,Ub29a1d196821aa08fd5bf7fcc90c396d,False
Cea8cb45c6363653e649feeb7314a3726,text,"@Albert-yang楊 ,楊經理早安,請問明天(9/24)下午專案週會時間是14:30嗎",2026-09-23T00:22:18.319Z,2026-09-23T00:22:19.213Z,01M35T8M0JQDFCNQ9321X7X8AG,632990324381712776,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cea8cb45c6363653e649feeb7314a3726,image,,2026-09-23T00:23:04.140Z,2026-09-23T00:23:05.118Z,01M35TA0YHSF2FQW1XNMP1KBD9,632990401036812901,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cea8cb45c6363653e649feeb7314a3726,text,對，路燈隊通知改的！,2026-09-23T00:35:57.371Z,2026-09-23T00:35:58.495Z,01M35V1M9MRRP0C7FT06AWM2RE,632991698418401763,group,,U3f74dc8aeb3a341ac3dc888addad9bef,False
Cea8cb45c6363653e649feeb7314a3726,text,本次是配合長官時間改明天下午！,2026-09-23T00:36:54.551Z,2026-09-23T00:36:55.830Z,01M35V3C4HGF18DTQ8NNFEG8ZV,632991794267422724,group,,U3f74dc8aeb3a341ac3dc888addad9bef,False
Cea8cb45c6363653e649feeb7314a3726,text,好的，謝謝,2026-09-23T00:37:08.088Z,2026-09-23T00:37:08.950Z,01M35V3S55QY8M6HJ0QX7GV9D1,632991817168060587,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,@胖仙女 @Sammi 再幫忙確認工班何時到 在等他們😖,2026-09-23T01:05:42.228Z,2026-09-23T01:05:43.097Z,01M35WR30M4HWGZZD1KH3K50GN,632994693018026036,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,已連繫了~~,2026-09-23T01:06:12.053Z,2026-09-23T01:06:13.004Z,01M35WS05PYD846MRPKC1TAW39,632994743047684335,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,你們先上課哦,2026-09-23T01:06:19.762Z,2026-09-23T01:06:20.709Z,01M35WS7RXNWT3PW0EJE8ASMRT,632994755848176115,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,預計何時可以到 他們說再等一下,2026-09-23T01:08:38.654Z,2026-09-23T01:08:39.986Z,01M35WXFD0N95FS1GJ9YWS1P84,632994989001671116,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,"等到09:10好了,不然你們先開始",2026-09-23T01:09:18.087Z,2026-09-23T01:09:19.013Z,01M35WYNN6FGTA2MS8S72P4XF8,632995055120154915,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,@All 下午有誰會到嗎,2026-09-23T05:59:54.032Z,2026-09-23T05:59:55.265Z,01M36DJSD8S4KM41HS0YG1N4WA,633024307521913466,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,我晚點到 還在開會,2026-09-23T06:00:25.774Z,2026-09-23T06:00:26.756Z,01M36DKR454JZYF6XFHN78A7H0,633024360856158671,group,,Ueb641723e67562103c0ef055e5237fc4,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,工班 行政 相關人員會到嗎？億光又都到了😖,2026-09-23T06:01:01.357Z,2026-09-23T06:01:02.632Z,01M36DMV4GA4P9SPKPH7KWNYZ3,633024420667719904,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,Ivy跟富鴻網同仁會到,2026-09-23T06:01:10.383Z,2026-09-23T06:01:11.015Z,01M36DN3GJ7TQVCJSCNY2YATQR,633024435683065860,group,,Uc06cf9539bc5892c3ef1bd999b7373a7,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,我們還在路上 ….抱歉,2026-09-23T06:01:39.776Z,2026-09-23T06:01:41.247Z,01M36DP0BME86B59WT995P62SB,633024484890116880,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,大概幾點？又被關心了🥲,2026-09-23T06:02:08.863Z,2026-09-23T06:02:10.067Z,01M36DPWZGT7RMM6AH1Y9E4YVA,633024533929919112,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,"我在市民高架橋上,大約15分",2026-09-23T06:03:01.756Z,2026-09-23T06:03:02.766Z,01M36DRGH6H3635QKAN9AFKSEF,633024622748500280,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,應該有2位已經到了,2026-09-23T06:04:25.214Z,2026-09-23T06:04:26.403Z,01M36DV27TRQ8VXXDTFC7MMRZQ,633024762637189570,group,,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,沒有捏~ ,2026-09-23T06:04:43.678Z,2026-09-23T06:04:44.811Z,01M36DVM8NBFTTSXWJJ22NQ3E2,633024793776226356,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,現在路燈隊的也到ㄌ~,2026-09-23T06:04:59.617Z,2026-09-23T06:05:00.984Z,01M36DW3TQDVH2670RTXX99D7E,633024820502331903,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,已經開始了  到時候直接進來 第三會議室喔~,2026-09-23T06:12:57.158Z,2026-09-23T06:12:58.618Z,01M36EAP5WNH9AKSX6SCJCKER6,633025621698281473,group,,U50057cf4d487cf366b7c7016f04c8e4d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,已匯入唷,2026-09-23T07:13:59.389Z,2026-09-23T07:14:00.583Z,01M36HTECTSHQ9R7ED5DHZAKTT,633031765816508675,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,謝謝,2026-09-23T07:32:19.653Z,2026-09-23T07:32:21.057Z,01M36JW122XK6Q13NX3BFPTF36,633033611679367274,group,,Ub29a1d196821aa08fd5bf7fcc90c396d,False
Cfec5c4c8dd0e73b6fd430ca93880222e,text,另外掃碼手機要準確對準 QR Code 不然會掃不到,2026-09-23T07:56:48.408Z,2026-09-23T07:56:49.546Z,01M36M8V8B68F8WD9B6BRBYF4W,633036075900338790,group,,U4d9f54836b8d13fec6ac621b41794b6e,False
